county_name,state_name,population19
Autauga,alabama,55869
Baldwin,alabama,223234
Barbour,alabama,24686
Bibb,alabama,22394
Blount,alabama,57826
Bullock,alabama,10101
Butler,alabama,19448
Calhoun,alabama,113605
Chambers,alabama,33254
Cherokee,alabama,26196
Chilton,alabama,44428
Choctaw,alabama,12589
Clarke,alabama,23622
Clay,alabama,13235
Cleburne,alabama,14910
Coffee,alabama,52342
Colbert,alabama,55241
Conecuh,alabama,12067
Coosa,alabama,10663
Covington,alabama,37049
Crenshaw,alabama,13772
Cullman,alabama,83768
Dale,alabama,49172
Dallas,alabama,37196
DeKalb,alabama,71513
Elmore,alabama,81209
Escambia,alabama,36633
Etowah,alabama,102268
Fayette,alabama,16302
Franklin,alabama,31362
Geneva,alabama,26271
Greene,alabama,8111
Hale,alabama,14651
Henry,alabama,17205
Houston,alabama,105882
Jackson,alabama,51626
Jefferson,alabama,658573
Lamar,alabama,13805
Lauderdale,alabama,92729
Lawrence,alabama,32924
Lee,alabama,164542
Limestone,alabama,98915
Lowndes,alabama,9726
Macon,alabama,18068
Madison,alabama,372909
Marengo,alabama,18863
Marion,alabama,29709
Marshall,alabama,96774
Mobile,alabama,413210
Monroe,alabama,20733
Montgomery,alabama,226486
Morgan,alabama,119679
Perry,alabama,8923
Pickens,alabama,19930
Pike,alabama,33114
Randolph,alabama,22722
Russell,alabama,57961
St Clair,alabama,89512
Shelby,alabama,217702
Sumter,alabama,12427
Talladega,alabama,79978
Tallapoosa,alabama,40367
Tuscaloosa,alabama,209355
Walker,alabama,63521
Washington,alabama,16326
Wilcox,alabama,10373
Winston,alabama,23629
"Aleutians East Borough,",alaska,3337
"Aleutians West Census Area,",alaska,5634
"Anchorage Municipality,",alaska,288000
"Bethel Census Area,",alaska,18386
"Bristol Bay Borough,",alaska,836
"Denali Borough,",alaska,2097
"Dillingham Census Area,",alaska,4916
"Fairbanks North Star Borough,",alaska,96849
"Haines Borough,",alaska,2530
"Hoonah-Angoon Census Area,",alaska,2148
"Juneau City and Borough,",alaska,31974
"Kenai Peninsula Borough,",alaska,58708
"Ketchikan Gateway Borough,",alaska,13901
"Kodiak Island Borough,",alaska,12998
"Kusilvak Census Area,",alaska,8314
"Lake and Peninsula Borough,",alaska,1592
"Matanuska-Susitna Borough,",alaska,108317
"Nome Census Area,",alaska,10004
"North Slope Borough,",alaska,9832
"Northwest Arctic Borough,",alaska,7621
"Petersburg Borough,",alaska,3266
"Prince of Wales-Hyder Census Area,",alaska,6203
"Sitka City and Borough,",alaska,8493
"Skagway Municipality,",alaska,1183
"Southeast Fairbanks Census Area,",alaska,6893
"Valdez-Cordova Census Area,",alaska,9202
"Wrangell City and Borough,",alaska,2502
"Yakutat City and Borough,",alaska,579
"Yukon-Koyukuk Census Area,",alaska,5230
Apache,arizona,71887
Cochise,arizona,125922
Coconino,arizona,143476
Gila,arizona,54018
Graham,arizona,38837
Greenlee,arizona,9498
La Paz,arizona,21108
Maricopa,arizona,4485414
Mohave,arizona,212181
Navajo,arizona,110924
Pima,arizona,1047279
Pinal,arizona,462789
Santa Cruz,arizona,46498
Yavapai,arizona,235099
Yuma,arizona,213787
Arkansas,arkansas,17486
Ashley,arkansas,19657
Baxter,arkansas,41932
Benton,arkansas,279141
Boone,arkansas,37432
Bradley,arkansas,10763
Calhoun,arkansas,5189
Carroll,arkansas,28380
Chicot,arkansas,10118
Clark,arkansas,22320
Clay,arkansas,14551
Cleburne,arkansas,24919
Cleveland,arkansas,7956
Columbia,arkansas,23457
Conway,arkansas,20846
Craighead,arkansas,110332
Crawford,arkansas,63257
Crittenden,arkansas,47955
Cross,arkansas,16419
Dallas,arkansas,7009
Desha,arkansas,11361
Drew,arkansas,18219
Faulkner,arkansas,126007
Franklin,arkansas,17715
Fulton,arkansas,12477
Garland,arkansas,99386
Grant,arkansas,18265
Greene,arkansas,45325
Hempstead,arkansas,21532
Hot Spring,arkansas,33771
Howard,arkansas,13202
Independence,arkansas,37825
Izard,arkansas,13629
Jackson,arkansas,16719
Jefferson,arkansas,66824
Johnson,arkansas,26578
Lafayette,arkansas,6624
Lawrence,arkansas,16406
Lee,arkansas,8857
Lincoln,arkansas,13024
Little River,arkansas,12259
Logan,arkansas,21466
Lonoke,arkansas,73309
Madison,arkansas,16576
Marion,arkansas,16694
Miller,arkansas,43257
Mississippi,arkansas,40651
Monroe,arkansas,6701
Montgomery,arkansas,8986
Nevada,arkansas,8252
Newton,arkansas,7753
Ouachita,arkansas,23382
Perry,arkansas,10455
Phillips,arkansas,17782
Pike,arkansas,10718
Poinsett,arkansas,23528
Polk,arkansas,19964
Pope,arkansas,64072
Prairie,arkansas,8062
Pulaski,arkansas,391911
Randolph,arkansas,17958
St Francis,arkansas,24994
Saline,arkansas,122437
Scott,arkansas,10281
Searcy,arkansas,7881
Sebastian,arkansas,127827
Sevier,arkansas,17007
Sharp,arkansas,17442
Stone,arkansas,12506
Union,arkansas,38682
Van Buren,arkansas,16545
Washington,arkansas,239187
White,arkansas,78753
Woodruff,arkansas,6320
Yell,arkansas,21341
Alameda,california,1671329
Alpine,california,1129
Amador,california,39752
Butte,california,219186
Calaveras,california,45905
Colusa,california,21547
Contra Costa,california,1153526
Del Norte,california,27812
El Dorado,california,192843
Fresno,california,999101
Glenn,california,28393
Humboldt,california,135558
Imperial,california,181215
Inyo,california,18039
Kern,california,900202
Kings,california,152940
Lake,california,64386
Lassen,california,30573
Los Angeles,california,10039107
Madera,california,157327
Marin,california,258826
Mariposa,california,17203
Mendocino,california,86749
Merced,california,277680
Modoc,california,8841
Mono,california,14444
Monterey,california,434061
Napa,california,137744
Nevada,california,99755
Orange,california,3175692
Placer,california,398329
Plumas,california,18807
Riverside,california,2470546
Sacramento,california,1552058
San Benito,california,62808
San Bernardino,california,2180085
San Diego,california,3338330
San Francisco,california,881549
San Joaquin,california,762148
San Luis Obispo,california,283111
San Mateo,california,766573
Santa Barbara,california,446499
Santa Clara,california,1927852
Santa Cruz,california,273213
Shasta,california,180080
Sierra,california,3005
Siskiyou,california,43539
Solano,california,447643
Sonoma,california,494336
Stanislaus,california,550660
Sutter,california,96971
Tehama,california,65084
Trinity,california,12285
Tulare,california,466195
Tuolumne,california,54478
Ventura,california,846006
Yolo,california,220500
Yuba,california,78668
Adams,colorado,517421
Alamosa,colorado,16233
Arapahoe,colorado,656590
Archuleta,colorado,14029
Baca,colorado,3581
Bent,colorado,5577
Boulder,colorado,326196
Broomfield,colorado,70465
Chaffee,colorado,20356
Cheyenne,colorado,1831
Clear Creek,colorado,9700
Conejos,colorado,8205
Costilla,colorado,3887
Crowley,colorado,6061
Custer,colorado,5068
Delta,colorado,31162
Denver,colorado,727211
Dolores,colorado,2055
Douglas,colorado,351154
Eagle,colorado,55127
Elbert,colorado,26729
El Paso,colorado,720403
Fremont,colorado,47839
Garfield,colorado,60061
Gilpin,colorado,6243
Grand,colorado,15734
Gunnison,colorado,17462
Hinsdale,colorado,820
Huerfano,colorado,6897
Jackson,colorado,1392
Jefferson,colorado,582881
Kiowa,colorado,1406
Kit Carson,colorado,7097
Lake,colorado,8127
La Plata,colorado,56221
Larimer,colorado,356899
Las Animas,colorado,14506
Lincoln,colorado,5701
Logan,colorado,22409
Mesa,colorado,154210
Mineral,colorado,769
Moffat,colorado,13283
Montezuma,colorado,26183
Montrose,colorado,42758
Morgan,colorado,29068
Otero,colorado,18278
Ouray,colorado,4952
Park,colorado,18845
Phillips,colorado,4265
Pitkin,colorado,17767
Prowers,colorado,12172
Pueblo,colorado,168424
Rio Blanco,colorado,6324
Rio Grande,colorado,11267
Routt,colorado,25638
Saguache,colorado,6824
San Juan,colorado,728
San Miguel,colorado,8179
Sedgwick,colorado,2248
Summit,colorado,31011
Teller,colorado,25388
Washington,colorado,4908
Weld,colorado,324492
Yuma,colorado,10019
Fairfield,connecticut,943332
Hartford,connecticut,891720
Litchfield,connecticut,180333
Middlesex,connecticut,162436
New Haven,connecticut,854757
New London,connecticut,265206
Tolland,connecticut,150721
Windham,connecticut,116782
Kent,delaware,180786
New Castle,delaware,558753
Sussex,delaware,234225
"District of Columbia,",district of columbia,705749
Alachua,florida,269043
Baker,florida,29210
Bay,florida,174705
Bradford,florida,28201
Brevard,florida,601942
Broward,florida,1952778
Calhoun,florida,14105
Charlotte,florida,188910
Citrus,florida,149657
Clay,florida,219252
Collier,florida,384902
Columbia,florida,71686
DeSoto,florida,38001
Dixie,florida,16826
Duval,florida,957755
Escambia,florida,318316
Flagler,florida,115081
Franklin,florida,12125
Gadsden,florida,45660
Gilchrist,florida,18582
Glades,florida,13811
Gulf,florida,13639
Hamilton,florida,14428
Hardee,florida,26937
Hendry,florida,42022
Hernando,florida,193920
Highlands,florida,106221
Hillsborough,florida,1471968
Holmes,florida,19617
Indian River,florida,159923
Jackson,florida,46414
Jefferson,florida,14246
Lafayette,florida,8422
Lake,florida,367118
Lee,florida,770577
Leon,florida,293582
Levy,florida,41503
Liberty,florida,8354
Madison,florida,18493
Manatee,florida,403253
Marion,florida,365579
Martin,florida,161000
Miami-Dade,florida,2716940
Monroe,florida,74228
Nassau,florida,88625
Okaloosa,florida,210738
Okeechobee,florida,42168
Orange,florida,1393452
Osceola,florida,375751
Palm Beach,florida,1496770
Pasco,florida,553947
Pinellas,florida,974996
Polk,florida,724777
Putnam,florida,74521
St Johns,florida,264672
St Lucie,florida,328297
Santa Rosa,florida,184313
Sarasota,florida,433742
Seminole,florida,471826
Sumter,florida,132420
Suwannee,florida,44417
Taylor,florida,21569
Union,florida,15237
Volusia,florida,553284
Wakulla,florida,33739
Walton,florida,74071
Washington,florida,25473
Appling,georgia,18386
Atkinson,georgia,8165
Bacon,georgia,11164
Baker,georgia,3038
Baldwin,georgia,44890
Banks,georgia,19234
Barrow,georgia,83240
Bartow,georgia,107738
Ben Hill,georgia,16700
Berrien,georgia,19397
Bibb,georgia,153159
Bleckley,georgia,12873
Brantley,georgia,19109
Brooks,georgia,15457
Bryan,georgia,39627
Bulloch,georgia,79608
Burke,georgia,22383
Butts,georgia,24936
Calhoun,georgia,6189
Camden,georgia,54666
Candler,georgia,10803
Carroll,georgia,119992
Catoosa,georgia,67580
Charlton,georgia,13392
Chatham,georgia,289430
Chattahoochee,georgia,10907
Chattooga,georgia,24789
Cherokee,georgia,258773
Clarke,georgia,128331
Clay,georgia,2834
Clayton,georgia,292256
Clinch,georgia,6618
Cobb,georgia,760141
Coffee,georgia,43273
Colquitt,georgia,45600
Columbia,georgia,156714
Cook,georgia,17270
Coweta,georgia,148509
Crawford,georgia,12404
Crisp,georgia,22372
Dade,georgia,16116
Dawson,georgia,26108
Decatur,georgia,26404
DeKalb,georgia,759297
Dodge,georgia,20605
Dooly,georgia,13390
Dougherty,georgia,87956
Douglas,georgia,146343
Early,georgia,10190
Echols,georgia,4006
Effingham,georgia,64296
Elbert,georgia,19194
Emanuel,georgia,22646
Evans,georgia,10654
Fannin,georgia,26188
Fayette,georgia,114421
Floyd,georgia,98498
Forsyth,georgia,244252
Franklin,georgia,23349
Fulton,georgia,1063937
Gilmer,georgia,31369
Glascock,georgia,2971
Glynn,georgia,85292
Gordon,georgia,57963
Grady,georgia,24633
Greene,georgia,18324
Gwinnett,georgia,936250
Habersham,georgia,45328
Hall,georgia,204441
Hancock,georgia,8457
Haralson,georgia,29792
Harris,georgia,35236
Hart,georgia,26205
Heard,georgia,11923
Henry,georgia,234561
Houston,georgia,157863
Irwin,georgia,9416
Jackson,georgia,72977
Jasper,georgia,14219
Jeff Davis,georgia,15115
Jefferson,georgia,15362
Jenkins,georgia,8676
Johnson,georgia,9643
Jones,georgia,28735
Lamar,georgia,19077
Lanier,georgia,10423
Laurens,georgia,47546
Lee,georgia,29992
Liberty,georgia,61435
Lincoln,georgia,7921
Long,georgia,19559
Lowndes,georgia,117406
Lumpkin,georgia,33610
McDuffie,georgia,21312
McIntosh,georgia,14378
Macon,georgia,12947
Madison,georgia,29880
Marion,georgia,8359
Meriwether,georgia,21167
Miller,georgia,5718
Mitchell,georgia,21863
Monroe,georgia,27578
Montgomery,georgia,9172
Morgan,georgia,19276
Murray,georgia,40096
Muscogee,georgia,195769
Newton,georgia,111744
Oconee,georgia,40280
Oglethorpe,georgia,15259
Paulding,georgia,168667
Peach,georgia,27546
Pickens,georgia,32591
Pierce,georgia,19465
Pike,georgia,18962
Polk,georgia,42613
Pulaski,georgia,11137
Putnam,georgia,22119
Quitman,georgia,2299
Rabun,georgia,17137
Randolph,georgia,6778
Richmond,georgia,202518
Rockdale,georgia,90896
Schley,georgia,5257
Screven,georgia,13966
Seminole,georgia,8090
Spalding,georgia,66703
Stephens,georgia,25925
Stewart,georgia,6621
Sumter,georgia,29524
Talbot,georgia,6195
Taliaferro,georgia,1537
Tattnall,georgia,25286
Taylor,georgia,8020
Telfair,georgia,15860
Terrell,georgia,8531
Thomas,georgia,44451
Tift,georgia,40644
Toombs,georgia,26830
Towns,georgia,12037
Treutlen,georgia,6901
Troup,georgia,69922
Turner,georgia,7985
Twiggs,georgia,8120
Union,georgia,24511
Upson,georgia,26320
Walker,georgia,69761
Walton,georgia,94593
Ware,georgia,35734
Warren,georgia,5254
Washington,georgia,20374
Wayne,georgia,29927
Webster,georgia,2607
Wheeler,georgia,7855
White,georgia,30798
Whitfield,georgia,104628
Wilcox,georgia,8635
Wilkes,georgia,9777
Wilkinson,georgia,8954
Worth,georgia,20247
Hawaii,hawaii,201513
Honolulu,hawaii,974563
Kalawao,hawaii,86
Kauai,hawaii,72293
Maui,hawaii,167417
Ada,idaho,481587
Adams,idaho,4294
Bannock,idaho,87808
Bear Lake,idaho,6125
Benewah,idaho,9298
Bingham,idaho,46811
Blaine,idaho,23021
Boise,idaho,7831
Bonner,idaho,45739
Bonneville,idaho,119062
Boundary,idaho,12245
Butte,idaho,2597
Camas,idaho,1106
Canyon,idaho,229849
Caribou,idaho,7155
Cassia,idaho,24030
Clark,idaho,845
Clearwater,idaho,8756
Custer,idaho,4315
Elmore,idaho,27511
Franklin,idaho,13876
Fremont,idaho,13099
Gem,idaho,18112
Gooding,idaho,15179
Idaho,idaho,16667
Jefferson,idaho,29871
Jerome,idaho,24412
Kootenai,idaho,165697
Latah,idaho,40108
Lemhi,idaho,8027
Lewis,idaho,3838
Lincoln,idaho,5366
Madison,idaho,39907
Minidoka,idaho,21039
Nez Perce,idaho,40408
Oneida,idaho,4531
Owyhee,idaho,11823
Payette,idaho,23951
Power,idaho,7681
Shoshone,idaho,12882
Teton,idaho,12142
Twin Falls,idaho,86878
Valley,idaho,11392
Washington,idaho,10194
Adams,illinois,65435
Alexander,illinois,5761
Bond,illinois,16426
Boone,illinois,53544
Brown,illinois,6578
Bureau,illinois,32628
Calhoun,illinois,4739
Carroll,illinois,14305
Cass,illinois,12147
Champaign,illinois,209689
Christian,illinois,32304
Clark,illinois,15441
Clay,illinois,13184
Clinton,illinois,37562
Coles,illinois,50621
Cook,illinois,5150233
Crawford,illinois,18667
Cumberland,illinois,10766
DeKalb,illinois,104897
De Witt,illinois,15638
Douglas,illinois,19465
DuPage,illinois,922921
Edgar,illinois,17161
Edwards,illinois,6395
Effingham,illinois,34008
Fayette,illinois,21336
Ford,illinois,12961
Franklin,illinois,38469
Fulton,illinois,34340
Gallatin,illinois,4828
Greene,illinois,12969
Grundy,illinois,51054
Hamilton,illinois,8116
Hancock,illinois,17708
Hardin,illinois,3821
Henderson,illinois,6646
Henry,illinois,48913
Iroquois,illinois,27114
Jackson,illinois,56750
Jasper,illinois,9610
Jefferson,illinois,37684
Jersey,illinois,21773
Jo Daviess,illinois,21235
Johnson,illinois,12417
Kane,illinois,532403
Kankakee,illinois,109862
Kendall,illinois,128990
Knox,illinois,49699
Lake,illinois,696535
LaSalle,illinois,108669
Lawrence,illinois,15678
Lee,illinois,34096
Livingston,illinois,35648
Logan,illinois,28618
McDonough,illinois,29682
McHenry,illinois,307774
McLean,illinois,171517
Macon,illinois,104009
Macoupin,illinois,44926
Madison,illinois,262966
Marion,illinois,37205
Marshall,illinois,11438
Mason,illinois,13359
Massac,illinois,13772
Menard,illinois,12196
Mercer,illinois,15437
Monroe,illinois,34637
Montgomery,illinois,28414
Morgan,illinois,33658
Moultrie,illinois,14501
Ogle,illinois,50643
Peoria,illinois,179179
Perry,illinois,20916
Piatt,illinois,16344
Pike,illinois,15561
Pope,illinois,4177
Pulaski,illinois,5335
Putnam,illinois,5739
Randolph,illinois,31782
Richland,illinois,15513
Rock Island,illinois,141879
St Clair,illinois,259686
Saline,illinois,23491
Sangamon,illinois,194672
Schuyler,illinois,6768
Scott,illinois,4951
Shelby,illinois,21634
Stark,illinois,5342
Stephenson,illinois,44498
Tazewell,illinois,131803
Union,illinois,16653
Vermilion,illinois,75758
Wabash,illinois,11520
Warren,illinois,16844
Washington,illinois,13887
Wayne,illinois,16215
White,illinois,13537
Whiteside,illinois,55175
Will,illinois,690743
Williamson,illinois,66597
Winnebago,illinois,282572
Woodford,illinois,38459
Adams,indiana,35777
Allen,indiana,379299
Bartholomew,indiana,83779
Benton,indiana,8748
Blackford,indiana,11758
Boone,indiana,67843
Brown,indiana,15092
Carroll,indiana,20257
Cass,indiana,37689
Clark,indiana,118302
Clay,indiana,26225
Clinton,indiana,32399
Crawford,indiana,10577
Daviess,indiana,33351
Dearborn,indiana,49458
Decatur,indiana,26559
DeKalb,indiana,43475
Delaware,indiana,114135
Dubois,indiana,42736
Elkhart,indiana,206341
Fayette,indiana,23102
Floyd,indiana,78522
Fountain,indiana,16346
Franklin,indiana,22758
Fulton,indiana,19974
Gibson,indiana,33659
Grant,indiana,65769
Greene,indiana,31922
Hamilton,indiana,338011
Hancock,indiana,78168
Harrison,indiana,40515
Hendricks,indiana,170311
Henry,indiana,47972
Howard,indiana,82544
Huntington,indiana,36520
Jackson,indiana,44231
Jasper,indiana,33562
Jay,indiana,20436
Jefferson,indiana,32308
Jennings,indiana,27735
Johnson,indiana,158167
Knox,indiana,36594
Kosciusko,indiana,79456
LaGrange,indiana,39614
Lake,indiana,485493
LaPorte,indiana,109888
Lawrence,indiana,45370
Madison,indiana,129569
Marion,indiana,964582
Marshall,indiana,46258
Martin,indiana,10255
Miami,indiana,35516
Monroe,indiana,148431
Montgomery,indiana,38338
Morgan,indiana,70489
Newton,indiana,13984
Noble,indiana,47744
Ohio,indiana,5875
Orange,indiana,19646
Owen,indiana,20799
Parke,indiana,16937
Perry,indiana,19169
Pike,indiana,12389
Porter,indiana,170389
Posey,indiana,25427
Pulaski,indiana,12353
Putnam,indiana,37576
Randolph,indiana,24665
Ripley,indiana,28324
Rush,indiana,16581
St Joseph,indiana,271826
Scott,indiana,23873
Shelby,indiana,44729
Spencer,indiana,20277
Starke,indiana,22995
Steuben,indiana,34594
Sullivan,indiana,20669
Switzerland,indiana,10751
Tippecanoe,indiana,195732
Tipton,indiana,15148
Union,indiana,7054
Vanderburgh,indiana,181451
Vermillion,indiana,15498
Vigo,indiana,107038
Wabash,indiana,30996
Warren,indiana,8265
Warrick,indiana,62998
Washington,indiana,28036
Wayne,indiana,65884
Wells,indiana,28296
White,indiana,24102
Whitley,indiana,33964
Adair,iowa,7152
Adams,iowa,3602
Allamakee,iowa,13687
Appanoose,iowa,12426
Audubon,iowa,5496
Benton,iowa,25645
Black Hawk,iowa,131228
Boone,iowa,26234
Bremer,iowa,25062
Buchanan,iowa,21175
Buena Vista,iowa,19620
Butler,iowa,14439
Calhoun,iowa,9668
Carroll,iowa,20165
Cass,iowa,12836
Cedar,iowa,18627
Cerro Gordo,iowa,42450
Cherokee,iowa,11235
Chickasaw,iowa,11933
Clarke,iowa,9395
Clay,iowa,16016
Clayton,iowa,17549
Clinton,iowa,46429
Crawford,iowa,16820
Dallas,iowa,93453
Davis,iowa,9000
Decatur,iowa,7870
Delaware,iowa,17011
Des Moines,iowa,38967
Dickinson,iowa,17258
Dubuque,iowa,97311
Emmet,iowa,9208
Fayette,iowa,19650
Floyd,iowa,15642
Franklin,iowa,10070
Fremont,iowa,6960
Greene,iowa,8888
Grundy,iowa,12232
Guthrie,iowa,10689
Hamilton,iowa,14773
Hancock,iowa,10630
Hardin,iowa,16846
Harrison,iowa,14049
Henry,iowa,19954
Howard,iowa,9158
Humboldt,iowa,9558
Ida,iowa,6860
Iowa,iowa,16184
Jackson,iowa,19439
Jasper,iowa,37185
Jefferson,iowa,18295
Johnson,iowa,151140
Jones,iowa,20681
Keokuk,iowa,10246
Kossuth,iowa,14813
Lee,iowa,33657
Linn,iowa,226706
Louisa,iowa,11035
Lucas,iowa,8600
Lyon,iowa,11755
Madison,iowa,16338
Mahaska,iowa,22095
Marion,iowa,33253
Marshall,iowa,39369
Mills,iowa,15109
Mitchell,iowa,10586
Monona,iowa,8615
Monroe,iowa,7707
Montgomery,iowa,9917
Muscatine,iowa,42664
O'Brien,iowa,13753
Osceola,iowa,5958
Page,iowa,15107
Palo Alto,iowa,8886
Plymouth,iowa,25177
Pocahontas,iowa,6619
Polk,iowa,490161
Pottawattamie,iowa,93206
Poweshiek,iowa,18504
Ringgold,iowa,4894
Sac,iowa,9721
Scott,iowa,172943
Shelby,iowa,11454
Sioux,iowa,34855
Story,iowa,97117
Tama,iowa,16854
Taylor,iowa,6121
Union,iowa,12241
Van Buren,iowa,7044
Wapello,iowa,34969
Warren,iowa,51466
Washington,iowa,21965
Wayne,iowa,6441
Webster,iowa,35904
Winnebago,iowa,10354
Winneshiek,iowa,19991
Woodbury,iowa,103107
Worth,iowa,7381
Wright,iowa,12562
Allen,kansas,12369
Anderson,kansas,7858
Atchison,kansas,16073
Barber,kansas,4427
Barton,kansas,25779
Bourbon,kansas,14534
Brown,kansas,9564
Butler,kansas,66911
Chase,kansas,2648
Chautauqua,kansas,3250
Cherokee,kansas,19939
Cheyenne,kansas,2657
Clark,kansas,1994
Clay,kansas,8002
Cloud,kansas,8786
Coffey,kansas,8179
Comanche,kansas,1700
Cowley,kansas,34908
Crawford,kansas,38818
Decatur,kansas,2827
Dickinson,kansas,18466
Doniphan,kansas,7600
Douglas,kansas,122259
Edwards,kansas,2798
Elk,kansas,2530
Ellis,kansas,28553
Ellsworth,kansas,6102
Finney,kansas,36467
Ford,kansas,33619
Franklin,kansas,25544
Geary,kansas,31670
Gove,kansas,2636
Graham,kansas,2482
Grant,kansas,7150
Gray,kansas,5988
Greeley,kansas,1232
Greenwood,kansas,5982
Hamilton,kansas,2539
Harper,kansas,5436
Harvey,kansas,34429
Haskell,kansas,3968
Hodgeman,kansas,1794
Jackson,kansas,13171
Jefferson,kansas,19043
Jewell,kansas,2879
Johnson,kansas,602401
Kearny,kansas,3838
Kingman,kansas,7152
Kiowa,kansas,2475
Labette,kansas,19618
Lane,kansas,1535
Leavenworth,kansas,81758
Lincoln,kansas,2962
Linn,kansas,9703
Logan,kansas,2794
Lyon,kansas,33195
McPherson,kansas,28542
Marion,kansas,11884
Marshall,kansas,9707
Meade,kansas,4033
Miami,kansas,34237
Mitchell,kansas,5979
Montgomery,kansas,31829
Morris,kansas,5620
Morton,kansas,2587
Nemaha,kansas,10231
Neosho,kansas,16007
Ness,kansas,2750
Norton,kansas,5361
Osage,kansas,15949
Osborne,kansas,3421
Ottawa,kansas,5704
Pawnee,kansas,6414
Phillips,kansas,5234
Pottawatomie,kansas,24383
Pratt,kansas,9164
Rawlins,kansas,2530
Reno,kansas,61998
Republic,kansas,4636
Rice,kansas,9537
Riley,kansas,74232
Rooks,kansas,4920
Rush,kansas,3036
Russell,kansas,6856
Saline,kansas,54224
Scott,kansas,4823
Sedgwick,kansas,516042
Seward,kansas,21428
Shawnee,kansas,176875
Sheridan,kansas,2521
Sherman,kansas,5917
Smith,kansas,3583
Stafford,kansas,4156
Stanton,kansas,2006
Stevens,kansas,5485
Sumner,kansas,22836
Thomas,kansas,7777
Trego,kansas,2803
Wabaunsee,kansas,6931
Wallace,kansas,1518
Washington,kansas,5406
Wichita,kansas,2119
Wilson,kansas,8525
Woodson,kansas,3138
Wyandotte,kansas,165429
Adair,kentucky,19202
Allen,kentucky,21315
Anderson,kentucky,22747
Ballard,kentucky,7888
Barren,kentucky,44249
Bath,kentucky,12500
Bell,kentucky,26032
Boone,kentucky,133581
Bourbon,kentucky,19788
Boyd,kentucky,46718
Boyle,kentucky,30060
Bracken,kentucky,8303
Breathitt,kentucky,12630
Breckinridge,kentucky,20477
Bullitt,kentucky,81676
Butler,kentucky,12879
Caldwell,kentucky,12747
Calloway,kentucky,39001
Campbell,kentucky,93584
Carlisle,kentucky,4760
Carroll,kentucky,10631
Carter,kentucky,26797
Casey,kentucky,16159
Christian,kentucky,70461
Clark,kentucky,36263
Clay,kentucky,19901
Clinton,kentucky,10218
Crittenden,kentucky,8806
Cumberland,kentucky,6614
Daviess,kentucky,101511
Edmonson,kentucky,12150
Elliott,kentucky,7517
Estill,kentucky,14106
Fayette,kentucky,323152
Fleming,kentucky,14581
Floyd,kentucky,35589
Franklin,kentucky,50991
Fulton,kentucky,5969
Gallatin,kentucky,8869
Garrard,kentucky,17666
Grant,kentucky,25069
Graves,kentucky,37266
Grayson,kentucky,26427
Green,kentucky,10941
Greenup,kentucky,35098
Hancock,kentucky,8722
Hardin,kentucky,110958
Harlan,kentucky,26010
Harrison,kentucky,18886
Hart,kentucky,19035
Henderson,kentucky,45210
Henry,kentucky,16126
Hickman,kentucky,4380
Hopkins,kentucky,44686
Jackson,kentucky,13329
Jefferson,kentucky,766757
Jessamine,kentucky,54115
Johnson,kentucky,22188
Kenton,kentucky,166998
Knott,kentucky,14806
Knox,kentucky,31145
Larue,kentucky,14398
Laurel,kentucky,60813
Lawrence,kentucky,15317
Lee,kentucky,7403
Leslie,kentucky,9877
Letcher,kentucky,21553
Lewis,kentucky,13275
Lincoln,kentucky,24549
Livingston,kentucky,9194
Logan,kentucky,27102
Lyon,kentucky,8210
McCracken,kentucky,65418
McCreary,kentucky,17231
McLean,kentucky,9207
Madison,kentucky,92987
Magoffin,kentucky,12161
Marion,kentucky,19273
Marshall,kentucky,31100
Martin,kentucky,11195
Mason,kentucky,17070
Meade,kentucky,28572
Menifee,kentucky,6489
Mercer,kentucky,21933
Metcalfe,kentucky,10071
Monroe,kentucky,10650
Montgomery,kentucky,28157
Morgan,kentucky,13309
Muhlenberg,kentucky,30622
Nelson,kentucky,46233
Nicholas,kentucky,7269
Ohio,kentucky,23994
Oldham,kentucky,66799
Owen,kentucky,10901
Owsley,kentucky,4415
Pendleton,kentucky,14590
Perry,kentucky,25758
Pike,kentucky,57876
Powell,kentucky,12359
Pulaski,kentucky,64979
Robertson,kentucky,2108
Rockcastle,kentucky,16695
Rowan,kentucky,24460
Russell,kentucky,17923
Scott,kentucky,57004
Shelby,kentucky,49024
Simpson,kentucky,18572
Spencer,kentucky,19351
Taylor,kentucky,25769
Todd,kentucky,12294
Trigg,kentucky,14651
