county_name,state_name,population19
Trimble,kentucky,8471
Union,kentucky,14381
Warren,kentucky,132896
Washington,kentucky,12095
Wayne,kentucky,20333
Webster,kentucky,12942
Whitley,kentucky,36264
Wolfe,kentucky,7157
Woodford,kentucky,26734
"Acadia Parish,",louisiana,62045
"Allen Parish,",louisiana,25627
"Ascension Parish,",louisiana,126604
"Assumption Parish,",louisiana,21891
"Avoyelles Parish,",louisiana,40144
"Beauregard Parish,",louisiana,37497
"Bienville Parish,",louisiana,13241
"Bossier Parish,",louisiana,127039
"Caddo Parish,",louisiana,240204
"Calcasieu Parish,",louisiana,203436
"Caldwell Parish,",louisiana,9918
"Cameron Parish,",louisiana,6973
"Catahoula Parish,",louisiana,9494
"Claiborne Parish,",louisiana,15670
"Concordia Parish,",louisiana,19259
"De Soto Parish,",louisiana,27463
"East Baton Rouge Parish,",louisiana,440059
"East Carroll Parish,",louisiana,6861
"East Feliciana Parish,",louisiana,19135
"Evangeline Parish,",louisiana,33395
"Franklin Parish,",louisiana,20015
"Grant Parish,",louisiana,22389
"Iberia Parish,",louisiana,69830
"Iberville Parish,",louisiana,32511
"Jackson Parish,",louisiana,15744
"Jefferson Parish,",louisiana,432493
"Jefferson Davis Parish,",louisiana,31368
"Lafayette Parish,",louisiana,244390
"Lafourche Parish,",louisiana,97614
"LaSalle Parish,",louisiana,14892
"Lincoln Parish,",louisiana,46742
"Livingston Parish,",louisiana,140789
"Madison Parish,",louisiana,10951
"Morehouse Parish,",louisiana,24874
"Natchitoches Parish,",louisiana,38158
"Orleans Parish,",louisiana,390144
"Ouachita Parish,",louisiana,153279
"Plaquemines Parish,",louisiana,23197
"Pointe Coupee Parish,",louisiana,21730
"Rapides Parish,",louisiana,129648
"Red River Parish,",louisiana,8442
"Richland Parish,",louisiana,20122
"Sabine Parish,",louisiana,23884
"St Bernard Parish,",louisiana,47244
"St Charles Parish,",louisiana,53100
"St Helena Parish,",louisiana,10132
"St James Parish,",louisiana,21096
"St John the Baptist Parish,",louisiana,42837
"St Landry Parish,",louisiana,82124
"St Martin Parish,",louisiana,53431
"St Mary Parish,",louisiana,49348
"St Tammany Parish,",louisiana,260419
"Tangipahoa Parish,",louisiana,134758
"Tensas Parish,",louisiana,4334
"Terrebonne Parish,",louisiana,110461
"Union Parish,",louisiana,22108
"Vermilion Parish,",louisiana,59511
"Vernon Parish,",louisiana,47429
"Washington Parish,",louisiana,46194
"Webster Parish,",louisiana,38340
"West Baton Rouge Parish,",louisiana,26465
"West Carroll Parish,",louisiana,10830
"West Feliciana Parish,",louisiana,15568
"Winn Parish,",louisiana,13904
Androscoggin,maine,108277
Aroostook,maine,67055
Cumberland,maine,295003
Franklin,maine,30199
Hancock,maine,54987
Kennebec,maine,122302
Knox,maine,39772
Lincoln,maine,34634
Oxford,maine,57975
Penobscot,maine,152148
Piscataquis,maine,16785
Sagadahoc,maine,35856
Somerset,maine,50484
Waldo,maine,39715
Washington,maine,31379
York,maine,207641
Allegany,maryland,70416
Anne Arundel,maryland,579234
Baltimore,maryland,827370
Calvert,maryland,92525
Caroline,maryland,33406
Carroll,maryland,168447
Cecil,maryland,102855
Charles,maryland,163257
Dorchester,maryland,31929
Frederick,maryland,259547
Garrett,maryland,29014
Harford,maryland,255441
Howard,maryland,325690
Kent,maryland,19422
Montgomery,maryland,1050688
Prince George's,maryland,909327
Queen Anne's,maryland,50381
St Mary's,maryland,113510
Somerset,maryland,25616
Talbot,maryland,37181
Washington,maryland,151049
Wicomico,maryland,103609
Worcester,maryland,52276
"Baltimore city,",maryland,593490
Barnstable,massachusetts,212990
Berkshire,massachusetts,124944
Bristol,massachusetts,565217
Dukes,massachusetts,17332
Essex,massachusetts,789034
Franklin,massachusetts,70180
Hampden,massachusetts,466372
Hampshire,massachusetts,160830
Middlesex,massachusetts,1611699
Nantucket,massachusetts,11399
Norfolk,massachusetts,706775
Plymouth,massachusetts,521202
Suffolk,massachusetts,803907
Worcester,massachusetts,830622
Alcona,michigan,10405
Alger,michigan,9108
Allegan,michigan,118081
Alpena,michigan,28405
Antrim,michigan,23324
Arenac,michigan,14883
Baraga,michigan,8209
Barry,michigan,61550
Bay,michigan,103126
Benzie,michigan,17766
Berrien,michigan,153401
Branch,michigan,43517
Calhoun,michigan,134159
Cass,michigan,51787
Charlevoix,michigan,26143
Cheboygan,michigan,25276
Chippewa,michigan,37349
Clare,michigan,30950
Clinton,michigan,79595
Crawford,michigan,14029
Delta,michigan,35784
Dickinson,michigan,25239
Eaton,michigan,110268
Emmet,michigan,33415
Genesee,michigan,405813
Gladwin,michigan,25449
Gogebic,michigan,13975
Grand Traverse,michigan,93088
Gratiot,michigan,40711
Hillsdale,michigan,45605
Houghton,michigan,35684
Huron,michigan,30981
Ingham,michigan,292406
Ionia,michigan,64697
Iosco,michigan,25127
Iron,michigan,11066
Isabella,michigan,69872
Jackson,michigan,158510
Kalamazoo,michigan,265066
Kalkaska,michigan,18038
Kent,michigan,656955
Keweenaw,michigan,2116
Lake,michigan,11853
Lapeer,michigan,87607
Leelanau,michigan,21761
Lenawee,michigan,98451
Livingston,michigan,191995
Luce,michigan,6229
Mackinac,michigan,10799
Macomb,michigan,873972
Manistee,michigan,24558
Marquette,michigan,66699
Mason,michigan,29144
Mecosta,michigan,43453
Menominee,michigan,22780
Midland,michigan,83156
Missaukee,michigan,15118
Monroe,michigan,150500
Montcalm,michigan,63888
Montmorency,michigan,9328
Muskegon,michigan,173566
Newaygo,michigan,48980
Oakland,michigan,1257584
Oceana,michigan,26467
Ogemaw,michigan,20997
Ontonagon,michigan,5720
Osceola,michigan,23460
Oscoda,michigan,8241
Otsego,michigan,24668
Ottawa,michigan,291830
Presque Isle,michigan,12592
Roscommon,michigan,24019
Saginaw,michigan,190539
St Clair,michigan,159128
St Joseph,michigan,60964
Sanilac,michigan,41170
Schoolcraft,michigan,8094
Shiawassee,michigan,68122
Tuscola,michigan,52245
Van Buren,michigan,75677
Washtenaw,michigan,367601
Wayne,michigan,1749343
Wexford,michigan,33631
Aitkin,minnesota,15886
Anoka,minnesota,356921
Becker,minnesota,34423
Beltrami,minnesota,47188
Benton,minnesota,40889
Big Stone,minnesota,4991
Blue Earth,minnesota,67653
Brown,minnesota,25008
Carlton,minnesota,35871
Carver,minnesota,105089
Cass,minnesota,29779
Chippewa,minnesota,11800
Chisago,minnesota,56579
Clay,minnesota,64222
Clearwater,minnesota,8818
Cook,minnesota,5463
Cottonwood,minnesota,11196
Crow Wing,minnesota,65055
Dakota,minnesota,429021
Dodge,minnesota,20934
Douglas,minnesota,38141
Faribault,minnesota,13653
Fillmore,minnesota,21067
Freeborn,minnesota,30281
Goodhue,minnesota,46340
Grant,minnesota,5972
Hennepin,minnesota,1265843
Houston,minnesota,18600
Hubbard,minnesota,21491
Isanti,minnesota,40596
Itasca,minnesota,45130
Jackson,minnesota,9846
Kanabec,minnesota,16337
Kandiyohi,minnesota,43199
Kittson,minnesota,4298
Koochiching,minnesota,12229
Lac qui Parle,minnesota,6623
Lake,minnesota,10641
Lake of the Woods,minnesota,3740
Le Sueur,minnesota,28887
Lincoln,minnesota,5639
Lyon,minnesota,25474
McLeod,minnesota,35893
Mahnomen,minnesota,5527
Marshall,minnesota,9336
Martin,minnesota,19683
Meeker,minnesota,23222
Mille Lacs,minnesota,26277
Morrison,minnesota,33386
Mower,minnesota,40062
Murray,minnesota,8194
Nicollet,minnesota,34274
Nobles,minnesota,21629
Norman,minnesota,6375
Olmsted,minnesota,158293
Otter Tail,minnesota,58746
Pennington,minnesota,14119
Pine,minnesota,29579
Pipestone,minnesota,9126
Polk,minnesota,31364
Pope,minnesota,11249
Ramsey,minnesota,550321
Red Lake,minnesota,4055
Redwood,minnesota,15170
Renville,minnesota,14548
Rice,minnesota,66972
Rock,minnesota,9315
Roseau,minnesota,15165
St Louis,minnesota,199070
Scott,minnesota,149013
Sherburne,minnesota,97238
Sibley,minnesota,14865
Stearns,minnesota,161075
Steele,minnesota,36649
Stevens,minnesota,9805
Swift,minnesota,9266
Todd,minnesota,24664
Traverse,minnesota,3259
Wabasha,minnesota,21627
Wadena,minnesota,13682
Waseca,minnesota,18612
Washington,minnesota,262440
Watonwan,minnesota,10897
Wilkin,minnesota,6207
Winona,minnesota,50484
Wright,minnesota,138377
Yellow Medicine,minnesota,9709
Adams,mississippi,30693
Alcorn,mississippi,36953
Amite,mississippi,12297
Attala,mississippi,18174
Benton,mississippi,8259
Bolivar,mississippi,30628
Calhoun,mississippi,14361
Carroll,mississippi,9947
Chickasaw,mississippi,17103
Choctaw,mississippi,8210
Claiborne,mississippi,8988
Clarke,mississippi,15541
Clay,mississippi,19316
Coahoma,mississippi,22124
Copiah,mississippi,28065
Covington,mississippi,18636
DeSoto,mississippi,184945
Forrest,mississippi,74897
Franklin,mississippi,7713
George,mississippi,24500
Greene,mississippi,13586
Grenada,mississippi,20758
Hancock,mississippi,47632
Harrison,mississippi,208080
Hinds,mississippi,231840
Holmes,mississippi,17010
Humphreys,mississippi,8064
Issaquena,mississippi,1327
Itawamba,mississippi,23390
Jackson,mississippi,143617
Jasper,mississippi,16383
Jefferson,mississippi,6990
Jefferson Davis,mississippi,11128
Jones,mississippi,68098
Kemper,mississippi,9742
Lafayette,mississippi,54019
Lamar,mississippi,63343
Lauderdale,mississippi,74125
Lawrence,mississippi,12586
Leake,mississippi,22786
Lee,mississippi,85436
Leflore,mississippi,28183
Lincoln,mississippi,34153
Lowndes,mississippi,58595
Madison,mississippi,106272
Marion,mississippi,24573
Marshall,mississippi,35294
Monroe,mississippi,35252
Montgomery,mississippi,9775
Neshoba,mississippi,29118
Newton,mississippi,21018
Noxubee,mississippi,10417
Oktibbeha,mississippi,49587
Panola,mississippi,34192
Pearl River,mississippi,55535
Perry,mississippi,11973
Pike,mississippi,39288
Pontotoc,mississippi,32174
Prentiss,mississippi,25126
Quitman,mississippi,6792
Rankin,mississippi,155271
Scott,mississippi,28124
Sharkey,mississippi,4321
Simpson,mississippi,26658
Smith,mississippi,15916
Stone,mississippi,18336
Sunflower,mississippi,25110
Tallahatchie,mississippi,13809
Tate,mississippi,28321
Tippah,mississippi,22015
Tishomingo,mississippi,19383
Tunica,mississippi,9632
Union,mississippi,28815
Walthall,mississippi,14286
Warren,mississippi,45381
Washington,mississippi,43909
Wayne,mississippi,20183
Webster,mississippi,9689
Wilkinson,mississippi,8630
Winston,mississippi,17955
Yalobusha,mississippi,12108
Yazoo,mississippi,29690
Adair,missouri,25343
Andrew,missouri,17712
Atchison,missouri,5143
Audrain,missouri,25388
Barry,missouri,35789
Barton,missouri,11754
Bates,missouri,16172
Benton,missouri,19443
Bollinger,missouri,12133
Boone,missouri,180463
Buchanan,missouri,87364
Butler,missouri,42478
Caldwell,missouri,9020
Callaway,missouri,44743
Camden,missouri,46305
Cape Girardeau,missouri,78871
Carroll,missouri,8679
Carter,missouri,5982
Cass,missouri,105780
Cedar,missouri,14349
Chariton,missouri,7426
Christian,missouri,88595
Clark,missouri,6797
Clay,missouri,249948
Clinton,missouri,20387
Cole,missouri,76745
Cooper,missouri,17709
Crawford,missouri,23920
Dade,missouri,7561
Dallas,missouri,16878
Daviess,missouri,8278
DeKalb,missouri,12547
Dent,missouri,15573
Douglas,missouri,13185
Dunklin,missouri,29131
Franklin,missouri,103967
Gasconade,missouri,14706
Gentry,missouri,6571
Greene,missouri,293086
Grundy,missouri,9850
Harrison,missouri,8352
Henry,missouri,21824
Hickory,missouri,9544
Holt,missouri,4403
Howard,missouri,10001
Howell,missouri,40117
Iron,missouri,10125
Jackson,missouri,703011
Jasper,missouri,121328
Jefferson,missouri,225081
Johnson,missouri,54062
Knox,missouri,3959
Laclede,missouri,35723
Lafayette,missouri,32708
Lawrence,missouri,38355
Lewis,missouri,9776
Lincoln,missouri,59013
Linn,missouri,11920
Livingston,missouri,15227
McDonald,missouri,22837
Macon,missouri,15117
Madison,missouri,12088
Maries,missouri,8697
Marion,missouri,28530
Mercer,missouri,3617
Miller,missouri,25619
Mississippi,missouri,13180
Moniteau,missouri,16132
Monroe,missouri,8644
Montgomery,missouri,11551
Morgan,missouri,20627
New Madrid,missouri,17076
Newton,missouri,58236
Nodaway,missouri,22092
Oregon,missouri,10529
Osage,missouri,13615
Ozark,missouri,9174
Pemiscot,missouri,15805
Perry,missouri,19136
Pettis,missouri,42339
Phelps,missouri,44573
Pike,missouri,18302
Platte,missouri,104418
Polk,missouri,32149
Pulaski,missouri,52607
Putnam,missouri,4696
Ralls,missouri,10309
Randolph,missouri,24748
Ray,missouri,23018
Reynolds,missouri,6270
Ripley,missouri,13288
St Charles,missouri,402022
St Clair,missouri,9397
Ste Genevieve,missouri,17894
St Francois,missouri,67215
St Louis,missouri,994205
Saline,missouri,22761
Schuyler,missouri,4660
Scotland,missouri,4902
Scott,missouri,38280
Shannon,missouri,8166
Shelby,missouri,5930
Stoddard,missouri,29025
Stone,missouri,31952
Sullivan,missouri,6089
Taney,missouri,55928
Texas,missouri,25398
Vernon,missouri,20563
Warren,missouri,35649
Washington,missouri,24730
Wayne,missouri,12873
Webster,missouri,39592
Worth,missouri,2013
Wright,missouri,18289
"St Louis city,",missouri,300576
Beaverhead,montana,9453
Big Horn,montana,13319
Blaine,montana,6681
Broadwater,montana,6237
Carbon,montana,10725
Carter,montana,1252
Cascade,montana,81366
Chouteau,montana,5635
Custer,montana,11402
Daniels,montana,1690
Dawson,montana,8613
Deer Lodge,montana,9140
Fallon,montana,2846
Fergus,montana,11050
Flathead,montana,103806
Gallatin,montana,114434
Garfield,montana,1258
Glacier,montana,13753
Golden Valley,montana,821
Granite,montana,3379
Hill,montana,16484
Jefferson,montana,12221
Judith Basin,montana,2007
Lake,montana,30458
Lewis and Clark,montana,69432
Liberty,montana,2337
Lincoln,montana,19980
McCone,montana,1664
Madison,montana,8600
Meagher,montana,1862
Mineral,montana,4397
Missoula,montana,119600
Musselshell,montana,4633
Park,montana,16606
Petroleum,montana,487
Phillips,montana,3954
Pondera,montana,5911
Powder River,montana,1682
Powell,montana,6890
Prairie,montana,1077
Ravalli,montana,43806
Richland,montana,10803
Roosevelt,montana,11004
Rosebud,montana,8937
Sanders,montana,12113
Sheridan,montana,3309
Silver Bow,montana,34915
Stillwater,montana,9642
Sweet Grass,montana,3737
Teton,montana,6147
Toole,montana,4736
Treasure,montana,696
Valley,montana,7396
Wheatland,montana,2126
Wibaux,montana,969
Yellowstone,montana,161300
Adams,nebraska,31363
Antelope,nebraska,6298
Arthur,nebraska,463
Banner,nebraska,745
Blaine,nebraska,465
Boone,nebraska,5192
Box Butte,nebraska,10783
Boyd,nebraska,1919
Brown,nebraska,2955
Buffalo,nebraska,49659
Burt,nebraska,6459
Butler,nebraska,8016
Cass,nebraska,26248
Cedar,nebraska,8402
Chase,nebraska,3924
Cherry,nebraska,5689
Cheyenne,nebraska,8910
Clay,nebraska,6203
Colfax,nebraska,10709
Cuming,nebraska,8846
Custer,nebraska,10777
Dakota,nebraska,20026
Dawes,nebraska,8589
Dawson,nebraska,23595
Deuel,nebraska,1794
Dixon,nebraska,5636
Dodge,nebraska,36565
Douglas,nebraska,571327
Dundy,nebraska,1693
Fillmore,nebraska,5462
Franklin,nebraska,2979
Frontier,nebraska,2627
Furnas,nebraska,4676
Gage,nebraska,21513
Garden,nebraska,1837
Garfield,nebraska,1969
Gosper,nebraska,1990
Grant,nebraska,623
Greeley,nebraska,2356
Hall,nebraska,61353
Hamilton,nebraska,9324
Harlan,nebraska,3380
Hayes,nebraska,922
Hitchcock,nebraska,2762
Holt,nebraska,10067
Hooker,nebraska,682
Howard,nebraska,6445
Jefferson,nebraska,7046
Johnson,nebraska,5071
Kearney,nebraska,6495
Keith,nebraska,8034
Keya Paha,nebraska,806
Kimball,nebraska,3632
Knox,nebraska,8332
Lancaster,nebraska,319090
Lincoln,nebraska,34914
Logan,nebraska,748
Loup,nebraska,664
McPherson,nebraska,494
Madison,nebraska,35099
Merrick,nebraska,7755
Morrill,nebraska,4642
Nance,nebraska,3519
Nemaha,nebraska,6972
Nuckolls,nebraska,4148
Otoe,nebraska,16012
Pawnee,nebraska,2613
Perkins,nebraska,2891
Phelps,nebraska,9034
Pierce,nebraska,7148
Platte,nebraska,33470
Polk,nebraska,5213
Red Willow,nebraska,10724
Richardson,nebraska,7865
Rock,nebraska,1357
Saline,nebraska,14224
Sarpy,nebraska,187196
Saunders,nebraska,21578
Scotts Bluff,nebraska,35618
Seward,nebraska,17284
Sheridan,nebraska,5246
Sherman,nebraska,3001
Sioux,nebraska,1166
Stanton,nebraska,5920
Thayer,nebraska,5003
Thomas,nebraska,722
Thurston,nebraska,7224
Valley,nebraska,4158
Washington,nebraska,20729
Wayne,nebraska,9385
Webster,nebraska,3487
Wheeler,nebraska,783
York,nebraska,13679
Churchill,nevada,24909
Clark,nevada,2266715
Douglas,nevada,48905
Elko,nevada,52778
Esmeralda,nevada,873
Eureka,nevada,2029
Humboldt,nevada,16831
Lander,nevada,5532
Lincoln,nevada,5183
Lyon,nevada,57510
Mineral,nevada,4505
Nye,nevada,46523
Pershing,nevada,6725
Storey,nevada,4123
Washoe,nevada,471519
White Pine,nevada,9580
"Carson City,",nevada,55916
Belknap,new hampshire,61303
Carroll,new hampshire,48910
Cheshire,new hampshire,76085
Coos,new hampshire,31563
Grafton,new hampshire,89886
Hillsborough,new hampshire,417025
Merrimack,new hampshire,151391
Rockingham,new hampshire,309769
Strafford,new hampshire,130633
Sullivan,new hampshire,43146
Atlantic,new jersey,263670
Bergen,new jersey,932202
Burlington,new jersey,445349
Camden,new jersey,506471
Cape May,new jersey,92039
Cumberland,new jersey,149527
Essex,new jersey,798975
Gloucester,new jersey,291636
Hudson,new jersey,672391
Hunterdon,new jersey,124371
Mercer,new jersey,367430
Middlesex,new jersey,825062
Monmouth,new jersey,618795
Morris,new jersey,491845
Ocean,new jersey,607186
Passaic,new jersey,501826
Salem,new jersey,62385
Somerset,new jersey,328934
Sussex,new jersey,140488
Union,new jersey,556341
Warren,new jersey,105267
Bernalillo,new mexico,679121
Catron,new mexico,3527
Chaves,new mexico,64615
Cibola,new mexico,26675
Colfax,new mexico,11941
Curry,new mexico,48954
De Baca,new mexico,1748
Doña Ana,new mexico,218195
Eddy,new mexico,58460
Grant,new mexico,26998
Guadalupe,new mexico,4300
Harding,new mexico,625
Hidalgo,new mexico,4198
Lea,new mexico,71070
Lincoln,new mexico,19572
Los Alamos,new mexico,19369
Luna,new mexico,23709
McKinley,new mexico,71367
Mora,new mexico,4521
Otero,new mexico,67490
Quay,new mexico,8253
Rio Arriba,new mexico,38921
Roosevelt,new mexico,18500
Sandoval,new mexico,146748
San Juan,new mexico,123958
San Miguel,new mexico,27277
Santa Fe,new mexico,150358
Sierra,new mexico,10791
Socorro,new mexico,16637
Taos,new mexico,32723
Torrance,new mexico,15461
Union,new mexico,4059
Valencia,new mexico,76688
Albany,new york,305506
Allegany,new york,46091
Bronx,new york,1418207
Broome,new york,190488
Cattaraugus,new york,76117
Cayuga,new york,76576
Chautauqua,new york,126903
Chemung,new york,83456
Chenango,new york,47207
Clinton,new york,80485
Columbia,new york,59461
Cortland,new york,47581
Delaware,new york,44135
Dutchess,new york,294218
Erie,new york,918702
Essex,new york,36885
Franklin,new york,50022
Fulton,new york,53383
Genesee,new york,57280
Greene,new york,47188
Hamilton,new york,4416
Herkimer,new york,61319
Jefferson,new york,109834
Kings,new york,2559903
Lewis,new york,26296
Livingston,new york,62914
Madison,new york,70941
Monroe,new york,741770
Montgomery,new york,49221
Nassau,new york,1356924
New York,new york,1628706
Niagara,new york,209281
Oneida,new york,228671
Onondaga,new york,460528
Ontario,new york,109777
Orange,new york,384940
Orleans,new york,40352
Oswego,new york,117124
Otsego,new york,59493
Putnam,new york,98320
Queens,new york,2253858
Rensselaer,new york,158714
Richmond,new york,476143
Rockland,new york,325789
St Lawrence,new york,107740
Saratoga,new york,229863
Schenectady,new york,155299
Schoharie,new york,30999
Schuyler,new york,17807
Seneca,new york,34016
Steuben,new york,95379
Suffolk,new york,1476601
Sullivan,new york,75432
Tioga,new york,48203
Tompkins,new york,102180
Ulster,new york,177573
Warren,new york,63944
Washington,new york,61204
Wayne,new york,89918
Westchester,new york,967506
Wyoming,new york,39859
Yates,new york,24913
Alamance,north carolina,169509
Alexander,north carolina,37497
Alleghany,north carolina,11137
Anson,north carolina,24446
Ashe,north carolina,27203
Avery,north carolina,17557
Beaufort,north carolina,46994
Bertie,north carolina,18947
Bladen,north carolina,32722
Brunswick,north carolina,142820
Buncombe,north carolina,261191
Burke,north carolina,90485
Cabarrus,north carolina,216453
Caldwell,north carolina,82178
Camden,north carolina,10867
Carteret,north carolina,69473
Caswell,north carolina,22604
Catawba,north carolina,159551
Chatham,north carolina,74470
Cherokee,north carolina,28612
Chowan,north carolina,13943
Clay,north carolina,11231
Cleveland,north carolina,97947
Columbus,north carolina,55508
Craven,north carolina,102139
Cumberland,north carolina,335509
Currituck,north carolina,27763
Dare,north carolina,37009
Davidson,north carolina,167609
Davie,north carolina,42846
Duplin,north carolina,58741
Durham,north carolina,321488
Edgecombe,north carolina,51472
Forsyth,north carolina,382295
Franklin,north carolina,69685
Gaston,north carolina,224529
Gates,north carolina,11562
Graham,north carolina,8441
Granville,north carolina,60443
Greene,north carolina,21069
Guilford,north carolina,537174
Halifax,north carolina,50010
Harnett,north carolina,135976
Haywood,north carolina,62317
Henderson,north carolina,117417
Hertford,north carolina,23677
Hoke,north carolina,55234
Hyde,north carolina,4937
Iredell,north carolina,181806
Jackson,north carolina,43938
Johnston,north carolina,209339
Jones,north carolina,9419
Lee,north carolina,61779
Lenoir,north carolina,55949
Lincoln,north carolina,86111
McDowell,north carolina,45756
Macon,north carolina,35858
Madison,north carolina,21755
Martin,north carolina,22440
Mecklenburg,north carolina,1110356
Mitchell,north carolina,14964
Montgomery,north carolina,27173
Moore,north carolina,100880
Nash,north carolina,94298
New Hanover,north carolina,234473
Northampton,north carolina,19483
Onslow,north carolina,197938
Orange,north carolina,148476
Pamlico,north carolina,12726
Pasquotank,north carolina,39824
Pender,north carolina,63060
Perquimans,north carolina,13463
Person,north carolina,39490
Pitt,north carolina,180742
Polk,north carolina,20724
Randolph,north carolina,143667
Richmond,north carolina,44829
Robeson,north carolina,130625
Rockingham,north carolina,91010
Rowan,north carolina,142088
Rutherford,north carolina,67029
Sampson,north carolina,63531
Scotland,north carolina,34823
Stanly,north carolina,62806
Stokes,north carolina,45591
Surry,north carolina,71783
Swain,north carolina,14271
Transylvania,north carolina,34385
Tyrrell,north carolina,4016
Union,north carolina,239859
Vance,north carolina,44535
Wake,north carolina,1111761
Warren,north carolina,19731
Washington,north carolina,11580
Watauga,north carolina,56177
Wayne,north carolina,123131
Wilkes,north carolina,68412
Wilson,north carolina,81801
Yadkin,north carolina,37667
Yancey,north carolina,18069
Adams,north dakota,2216
Barnes,north dakota,10415
Benson,north dakota,6832
Billings,north dakota,928
Bottineau,north dakota,6282
Bowman,north dakota,3024
Burke,north dakota,2115
Burleigh,north dakota,95626
Cass,north dakota,181923
Cavalier,north dakota,3762
Dickey,north dakota,4872
Divide,north dakota,2264
Dunn,north dakota,4424
Eddy,north dakota,2287
Emmons,north dakota,3241
Foster,north dakota,3210
Golden Valley,north dakota,1761
Grand Forks,north dakota,69451
Grant,north dakota,2274
Griggs,north dakota,2231
Hettinger,north dakota,2499
Kidder,north dakota,2480
LaMoure,north dakota,4046
Logan,north dakota,1850
McHenry,north dakota,5745
McIntosh,north dakota,2497
McKenzie,north dakota,15024
McLean,north dakota,9450
Mercer,north dakota,8187
Morton,north dakota,31364
Mountrail,north dakota,10545
Nelson,north dakota,2879
Oliver,north dakota,1959
Pembina,north dakota,6801
Pierce,north dakota,3975
Ramsey,north dakota,11519
Ransom,north dakota,5218
Renville,north dakota,2327
Richland,north dakota,16177
Rolette,north dakota,14176
Sargent,north dakota,3898
Sheridan,north dakota,1315
Sioux,north dakota,4230
Slope,north dakota,750
Stark,north dakota,31489
Steele,north dakota,1890
Stutsman,north dakota,20704
Towner,north dakota,2189
Traill,north dakota,8036
Walsh,north dakota,10641
Ward,north dakota,67641
Wells,north dakota,3834
Williams,north dakota,37589
Adams,ohio,27698
Allen,ohio,102351
Ashland,ohio,53484
Ashtabula,ohio,97241
Athens,ohio,65327
Auglaize,ohio,45656
Belmont,ohio,67006
Brown,ohio,43432
Butler,ohio,383134
Carroll,ohio,26914
Champaign,ohio,38885
Clark,ohio,134083
Clermont,ohio,206428
Clinton,ohio,41968
Columbiana,ohio,101883
Coshocton,ohio,36600
Crawford,ohio,41494
Cuyahoga,ohio,1235072
Darke,ohio,51113
Defiance,ohio,38087
Delaware,ohio,209177
Erie,ohio,74266
Fairfield,ohio,157574
Fayette,ohio,28525
Franklin,ohio,1316756
Fulton,ohio,42126
Gallia,ohio,29898
Geauga,ohio,93649
Greene,ohio,168937
Guernsey,ohio,38875
Hamilton,ohio,817473
Hancock,ohio,75783
Hardin,ohio,31365
Harrison,ohio,15040
Henry,ohio,27006
Highland,ohio,43161
Hocking,ohio,28264
Holmes,ohio,43960
Huron,ohio,58266
Jackson,ohio,32413
Jefferson,ohio,65325
Knox,ohio,62322
Lake,ohio,230149
Lawrence,ohio,59463
Licking,ohio,176862
Logan,ohio,45672
Lorain,ohio,309833
Lucas,ohio,428348
Madison,ohio,44731
Mahoning,ohio,228683
Marion,ohio,65093
